2025-03-11T17:01:35.158937,"[82.0, 78.0, 80.0, 76.0, 82.0, 73.0, 70.0, 50.0, 78.0, 75.0, 81.0, 78.0, 72.0, 74.0, 61.0, 64.0, 75.0, 78.0, 69.0, 70.0, 73.0, 68.0, 78.0, 57.0, 77.0, 69.0, 73.0, 46.0, 72.0, 70.0, 69.0, 70.0]",2025-03-11T17:01:36.553490,"[90.0, 89.0, 88.0, 89.0, 89.0, 88.0, 82.0, 83.0, 90.0, 87.0, 86.0, 85.0, 86.0, 88.0, 88.0, 87.0, 83.0, 85.0, 84.0, 86.0, 87.0, 83.0, 87.0, 78.0, 88.0, 72.0, 85.0, 82.0, 86.0, 82.0, 87.0, 85.0]"
2025-03-11T17:01:35.230628,"[80.0, 77.0, 79.0, 74.0, 79.0, 73.0, 70.0, 50.0, 77.0, 76.0, 79.0, 78.0, 72.0, 74.0, 62.0, 66.0, 77.0, 78.0, 69.0, 71.0, 73.0, 68.0, 78.0, 54.0, 73.0, 67.0, 69.0, 45.0, 70.0, 65.0, 61.0, 65.0]",2025-03-11T17:01:36.633622,"[93.0, 93.0, 86.0, 90.0, 87.0, 86.0, 76.0, 76.0, 87.0, 87.0, 86.0, 81.0, 82.0, 92.0, 88.0, 85.0, 75.0, 82.0, 78.0, 80.0, 84.0, 77.0, 85.0, 67.0, 86.0, 58.0, 82.0, 75.0, 82.0, 73.0, 86.0, 81.0]"
2025-03-11T17:01:35.309095,"[80.0, 78.0, 80.0, 75.0, 82.0, 72.0, 69.0, 50.0, 79.0, 76.0, 81.0, 78.0, 73.0, 74.0, 62.0, 66.0, 78.0, 78.0, 67.0, 69.0, 72.0, 67.0, 80.0, 54.0, 78.0, 67.0, 73.0, 46.0, 71.0, 69.0, 68.0, 68.0]",2025-03-11T17:01:36.714953,"[94.0, 92.0, 90.0, 92.0, 89.0, 90.0, 78.0, 78.0, 91.0, 86.0, 88.0, 87.0, 87.0, 91.0, 93.0, 87.0, 79.0, 82.0, 80.0, 87.0, 89.0, 80.0, 90.0, 74.0, 90.0, 65.0, 86.0, 79.0, 88.0, 80.0, 91.0, 83.0]"
2025-03-11T17:01:35.378743,"[82.0, 78.0, 79.0, 77.0, 85.0, 75.0, 72.0, 50.0, 82.0, 77.0, 82.0, 80.0, 73.0, 74.0, 65.0, 66.0, 77.0, 80.0, 69.0, 71.0, 74.0, 69.0, 80.0, 58.0, 77.0, 72.0, 74.0, 49.0, 73.0, 71.0, 68.0, 71.0]",2025-03-11T17:01:36.803363,"[92.0, 92.0, 87.0, 91.0, 87.0, 86.0, 74.0, 75.0, 89.0, 84.0, 86.0, 83.0, 83.0, 90.0, 89.0, 86.0, 75.0, 80.0, 78.0, 83.0, 84.0, 77.0, 85.0, 69.0, 85.0, 59.0, 82.0, 76.0, 84.0, 74.0, 87.0, 81.0]"
2025-03-11T17:01:35.450264,"[79.0, 76.0, 79.0, 74.0, 83.0, 69.0, 64.0, 50.0, 76.0, 74.0, 77.0, 73.0, 68.0, 71.0, 54.0, 59.0, 71.0, 74.0, 60.0, 64.0, 64.0, 57.0, 70.0, 43.0, 67.0, 59.0, 61.0, 29.0, 57.0, 56.0, 51.0, 51.0]",2025-03-11T17:01:36.872499,"[92.0, 90.0, 88.0, 90.0, 88.0, 88.0, 78.0, 77.0, 90.0, 85.0, 87.0, 85.0, 86.0, 91.0, 94.0, 86.0, 78.0, 81.0, 77.0, 87.0, 86.0, 78.0, 86.0, 73.0, 88.0, 63.0, 84.0, 78.0, 86.0, 78.0, 87.0, 79.0]"
2025-03-11T17:01:35.528788,"[76.0, 76.0, 79.0, 74.0, 79.0, 71.0, 67.0, 50.0, 78.0, 73.0, 77.0, 74.0, 69.0, 74.0, 55.0, 61.0, 72.0, 75.0, 60.0, 66.0, 68.0, 63.0, 76.0, 50.0, 72.0, 64.0, 68.0, 38.0, 65.0, 64.0, 61.0, 61.0]",2025-03-11T17:01:36.953559,"[93.0, 91.0, 86.0, 92.0, 89.0, 89.0, 76.0, 79.0, 91.0, 85.0, 87.0, 85.0, 87.0, 89.0, 90.0, 87.0, 75.0, 82.0, 77.0, 84.0, 86.0, 78.0, 88.0, 71.0, 87.0, 64.0, 84.0, 78.0, 87.0, 77.0, 87.0, 81.0]"
2025-03-11T17:01:35.598889,"[82.0, 78.0, 82.0, 77.0, 82.0, 75.0, 73.0, 50.0, 81.0, 79.0, 81.0, 81.0, 76.0, 74.0, 66.0, 69.0, 81.0, 80.0, 73.0, 72.0, 75.0, 74.0, 81.0, 63.0, 81.0, 74.0, 78.0, 56.0, 77.0, 76.0, 78.0, 76.0]",2025-03-11T17:01:37.022372,"[94.0, 90.0, 87.0, 89.0, 89.0, 87.0, 77.0, 78.0, 89.0, 85.0, 87.0, 88.0, 88.0, 90.0, 94.0, 88.0, 80.0, 81.0, 79.0, 87.0, 89.0, 82.0, 90.0, 76.0, 89.0, 66.0, 86.0, 80.0, 88.0, 79.0, 90.0, 83.0]"
2025-03-11T17:01:35.678731,"[79.0, 77.0, 80.0, 74.0, 82.0, 72.0, 70.0, 50.0, 79.0, 76.0, 80.0, 80.0, 73.0, 74.0, 62.0, 64.0, 75.0, 78.0, 67.0, 68.0, 73.0, 67.0, 78.0, 54.0, 76.0, 67.0, 73.0, 44.0, 69.0, 67.0, 64.0, 66.0]",2025-03-11T17:01:37.093687,"[91.0, 91.0, 86.0, 90.0, 89.0, 87.0, 76.0, 77.0, 89.0, 86.0, 83.0, 81.0, 83.0, 90.0, 90.0, 85.0, 75.0, 82.0, 77.0, 83.0, 84.0, 77.0, 84.0, 70.0, 86.0, 60.0, 81.0, 75.0, 82.0, 74.0, 88.0, 79.0]"
2025-03-11T17:01:35.758745,"[80.0, 78.0, 82.0, 75.0, 84.0, 73.0, 68.0, 51.0, 78.0, 75.0, 79.0, 78.0, 71.0, 75.0, 61.0, 63.0, 74.0, 79.0, 65.0, 65.0, 70.0, 66.0, 78.0, 53.0, 76.0, 66.0, 69.0, 42.0, 69.0, 63.0, 59.0, 64.0]",2025-03-11T17:01:37.173572,"[94.0, 92.0, 86.0, 92.0, 88.0, 88.0, 78.0, 77.0, 91.0, 88.0, 87.0, 82.0, 82.0, 90.0, 88.0, 87.0, 73.0, 81.0, 78.0, 81.0, 83.0, 77.0, 83.0, 69.0, 85.0, 58.0, 81.0, 75.0, 82.0, 73.0, 86.0, 80.0]"
2025-03-11T17:01:35.838757,"[80.0, 79.0, 80.0, 74.0, 83.0, 73.0, 69.0, 50.0, 78.0, 76.0, 79.0, 78.0, 71.0, 73.0, 58.0, 65.0, 75.0, 77.0, 67.0, 67.0, 68.0, 65.0, 77.0, 51.0, 76.0, 66.0, 70.0, 44.0, 69.0, 68.0, 64.0, 66.0]",2025-03-11T17:01:37.263228,"[95.0, 93.0, 88.0, 90.0, 90.0, 89.0, 79.0, 78.0, 90.0, 87.0, 90.0, 87.0, 88.0, 93.0, 92.0, 89.0, 76.0, 79.0, 77.0, 83.0, 84.0, 78.0, 86.0, 70.0, 86.0, 60.0, 83.0, 77.0, 86.0, 76.0, 89.0, 81.0]"
2025-03-11T17:01:35.909615,"[82.0, 78.0, 79.0, 76.0, 84.0, 76.0, 73.0, 51.0, 80.0, 78.0, 82.0, 80.0, 74.0, 75.0, 64.0, 66.0, 78.0, 79.0, 70.0, 69.0, 72.0, 69.0, 78.0, 61.0, 79.0, 71.0, 74.0, 50.0, 74.0, 72.0, 70.0, 72.0]",2025-03-11T17:01:37.343564,"[93.0, 92.0, 87.0, 90.0, 86.0, 87.0, 77.0, 77.0, 88.0, 85.0, 86.0, 84.0, 85.0, 88.0, 90.0, 86.0, 76.0, 80.0, 78.0, 85.0, 85.0, 78.0, 85.0, 74.0, 85.0, 60.0, 84.0, 76.0, 83.0, 77.0, 87.0, 80.0]"
2025-03-11T17:01:35.988926,"[81.0, 79.0, 81.0, 73.0, 83.0, 73.0, 70.0, 50.0, 77.0, 76.0, 77.0, 78.0, 70.0, 74.0, 60.0, 64.0, 76.0, 78.0, 67.0, 68.0, 72.0, 67.0, 76.0, 56.0, 77.0, 68.0, 73.0, 46.0, 69.0, 68.0, 65.0, 69.0]",2025-03-11T17:01:37.413602,"[89.0, 90.0, 85.0, 88.0, 84.0, 84.0, 74.0, 73.0, 86.0, 83.0, 84.0, 77.0, 80.0, 89.0, 83.0, 81.0, 69.0, 77.0, 71.0, 76.0, 77.0, 68.0, 75.0, 61.0, 78.0, 50.0, 72.0, 68.0, 73.0, 65.0, 79.0, 71.0]"
2025-03-11T17:01:36.068848,"[81.0, 78.0, 80.0, 76.0, 83.0, 72.0, 69.0, 48.0, 78.0, 75.0, 78.0, 78.0, 70.0, 75.0, 61.0, 63.0, 76.0, 79.0, 67.0, 69.0, 73.0, 68.0, 78.0, 55.0, 78.0, 69.0, 71.0, 45.0, 72.0, 70.0, 65.0, 68.0]",2025-03-11T17:01:37.493142,"[93.0, 92.0, 90.0, 89.0, 88.0, 89.0, 75.0, 79.0, 89.0, 86.0, 86.0, 82.0, 85.0, 90.0, 91.0, 87.0, 77.0, 81.0, 77.0, 84.0, 87.0, 77.0, 86.0, 71.0, 86.0, 62.0, 84.0, 77.0, 86.0, 75.0, 88.0, 81.0]"
