2025-03-11T14:37:39.974251,"[94.0, 87.0, 72.0, 88.0, 79.0, 78.0, 42.0, 52.0, 79.0, 66.0, 70.0, 76.0, 66.0, 82.0, 89.0, 68.0, 51.0, 54.0, 45.0, 62.0, 73.0, 56.0, 75.0, 45.0, 70.0, 33.0, 68.0, 58.0, 70.0, 50.0, 85.0, 55.0]"
2025-03-11T14:37:40.042906,"[95.0, 86.0, 73.0, 88.0, 77.0, 77.0, 43.0, 54.0, 80.0, 68.0, 72.0, 74.0, 65.0, 81.0, 88.0, 68.0, 51.0, 54.0, 45.0, 63.0, 72.0, 56.0, 73.0, 45.0, 72.0, 30.0, 68.0, 58.0, 71.0, 49.0, 85.0, 56.0]"
2025-03-11T14:37:40.113887,"[96.0, 86.0, 73.0, 90.0, 78.0, 79.0, 43.0, 52.0, 82.0, 68.0, 70.0, 76.0, 64.0, 82.0, 89.0, 69.0, 54.0, 53.0, 46.0, 63.0, 74.0, 57.0, 74.0, 48.0, 74.0, 33.0, 69.0, 58.0, 73.0, 51.0, 87.0, 59.0]"
2025-03-11T14:37:40.182890,"[95.0, 86.0, 73.0, 88.0, 79.0, 77.0, 43.0, 55.0, 81.0, 67.0, 71.0, 77.0, 64.0, 81.0, 88.0, 67.0, 49.0, 53.0, 44.0, 62.0, 70.0, 56.0, 72.0, 45.0, 71.0, 29.0, 66.0, 56.0, 68.0, 48.0, 83.0, 52.0]"
2025-03-11T14:37:40.253123,"[95.0, 84.0, 72.0, 88.0, 78.0, 80.0, 43.0, 55.0, 80.0, 68.0, 70.0, 78.0, 64.0, 79.0, 88.0, 68.0, 53.0, 51.0, 45.0, 64.0, 74.0, 58.0, 78.0, 49.0, 72.0, 35.0, 69.0, 60.0, 73.0, 52.0, 88.0, 58.0]"
2025-03-11T14:37:40.323024,"[97.0, 84.0, 72.0, 89.0, 79.0, 78.0, 43.0, 53.0, 79.0, 68.0, 70.0, 74.0, 63.0, 80.0, 87.0, 70.0, 51.0, 53.0, 44.0, 64.0, 73.0, 57.0, 75.0, 46.0, 73.0, 31.0, 68.0, 58.0, 71.0, 51.0, 85.0, 54.0]"
2025-03-11T14:37:40.392933,"[96.0, 88.0, 74.0, 90.0, 79.0, 78.0, 43.0, 53.0, 80.0, 67.0, 72.0, 75.0, 64.0, 80.0, 90.0, 67.0, 52.0, 52.0, 44.0, 62.0, 72.0, 58.0, 75.0, 45.0, 71.0, 30.0, 66.0, 58.0, 69.0, 49.0, 87.0, 54.0]"
2025-03-11T14:37:40.472886,"[95.0, 86.0, 73.0, 89.0, 76.0, 76.0, 39.0, 50.0, 78.0, 66.0, 69.0, 70.0, 60.0, 82.0, 86.0, 63.0, 47.0, 50.0, 43.0, 58.0, 66.0, 51.0, 68.0, 41.0, 67.0, 25.0, 61.0, 55.0, 65.0, 45.0, 81.0, 50.0]"
2025-03-11T14:37:40.564207,"[95.0, 86.0, 72.0, 89.0, 77.0, 78.0, 41.0, 53.0, 79.0, 66.0, 70.0, 75.0, 62.0, 81.0, 87.0, 65.0, 50.0, 52.0, 45.0, 61.0, 71.0, 56.0, 71.0, 44.0, 68.0, 29.0, 65.0, 57.0, 69.0, 48.0, 84.0, 54.0]"
2025-03-11T14:37:40.632927,"[97.0, 88.0, 73.0, 89.0, 79.0, 78.0, 41.0, 53.0, 79.0, 67.0, 69.0, 74.0, 63.0, 81.0, 87.0, 65.0, 49.0, 53.0, 42.0, 61.0, 70.0, 54.0, 72.0, 44.0, 70.0, 29.0, 64.0, 56.0, 67.0, 49.0, 85.0, 53.0]"
2025-03-11T14:37:40.703018,"[98.0, 86.0, 71.0, 89.0, 80.0, 77.0, 43.0, 53.0, 79.0, 68.0, 71.0, 74.0, 63.0, 80.0, 85.0, 66.0, 49.0, 53.0, 45.0, 62.0, 70.0, 55.0, 73.0, 45.0, 69.0, 30.0, 67.0, 55.0, 68.0, 49.0, 83.0, 55.0]"
2025-03-11T14:37:40.774377,"[98.0, 86.0, 74.0, 88.0, 80.0, 79.0, 44.0, 56.0, 82.0, 68.0, 71.0, 77.0, 63.0, 82.0, 88.0, 68.0, 51.0, 52.0, 45.0, 63.0, 72.0, 56.0, 75.0, 47.0, 71.0, 31.0, 67.0, 58.0, 68.0, 50.0, 86.0, 54.0]"
2025-03-11T14:37:40.854333,"[97.0, 88.0, 74.0, 90.0, 80.0, 81.0, 42.0, 55.0, 80.0, 68.0, 71.0, 77.0, 64.0, 80.0, 88.0, 70.0, 51.0, 54.0, 46.0, 66.0, 75.0, 56.0, 75.0, 46.0, 72.0, 32.0, 66.0, 58.0, 70.0, 49.0, 87.0, 55.0]"
2025-03-11T14:37:40.933069,"[96.0, 86.0, 74.0, 90.0, 79.0, 80.0, 43.0, 55.0, 81.0, 69.0, 72.0, 77.0, 65.0, 81.0, 88.0, 68.0, 51.0, 54.0, 46.0, 63.0, 73.0, 57.0, 75.0, 47.0, 72.0, 33.0, 68.0, 59.0, 69.0, 52.0, 86.0, 58.0]"
2025-03-11T14:37:41.002961,"[96.0, 86.0, 73.0, 90.0, 79.0, 75.0, 40.0, 51.0, 80.0, 66.0, 67.0, 71.0, 59.0, 81.0, 83.0, 63.0, 47.0, 52.0, 43.0, 58.0, 67.0, 51.0, 67.0, 40.0, 66.0, 24.0, 62.0, 53.0, 65.0, 45.0, 81.0, 50.0]"
2025-03-11T14:37:41.074188,"[96.0, 85.0, 71.0, 88.0, 79.0, 79.0, 43.0, 55.0, 81.0, 69.0, 72.0, 79.0, 65.0, 82.0, 88.0, 68.0, 52.0, 53.0, 47.0, 62.0, 76.0, 57.0, 77.0, 46.0, 74.0, 34.0, 69.0, 59.0, 71.0, 52.0, 88.0, 58.0]"
2025-03-11T14:37:41.154770,"[96.0, 87.0, 73.0, 88.0, 79.0, 80.0, 43.0, 54.0, 81.0, 68.0, 71.0, 75.0, 65.0, 82.0, 89.0, 70.0, 50.0, 52.0, 45.0, 62.0, 72.0, 57.0, 75.0, 47.0, 72.0, 33.0, 67.0, 59.0, 72.0, 50.0, 86.0, 57.0]"
